token_index,activation_value
0.000000000000000000e+00,3.430175781250000000e-01
1.000000000000000000e+00,4.201660156250000000e-01
2.000000000000000000e+00,1.547851562500000000e-01
3.000000000000000000e+00,3.046875000000000000e-01
4.000000000000000000e+00,4.548339843750000000e-01
5.000000000000000000e+00,3.212890625000000000e-01
6.000000000000000000e+00,1.066894531250000000e-01
7.000000000000000000e+00,5.908203125000000000e-02
8.000000000000000000e+00,2.602539062500000000e-01
9.000000000000000000e+00,8.776855468750000000e-02
1.000000000000000000e+01,1.167602539062500000e-01
1.100000000000000000e+01,4.548339843750000000e-01
1.200000000000000000e+01,6.298828125000000000e-02
1.300000000000000000e+01,3.203125000000000000e-01
1.400000000000000000e+01,1.877441406250000000e-01
1.500000000000000000e+01,4.853515625000000000e-01
1.600000000000000000e+01,2.507324218750000000e-01
1.700000000000000000e+01,1.589355468750000000e-01
1.800000000000000000e+01,1.103515625000000000e-01
1.900000000000000000e+01,1.372070312500000000e-01
2.000000000000000000e+01,1.723632812500000000e-01
2.100000000000000000e+01,2.226562500000000000e-01
2.200000000000000000e+01,5.253906250000000000e-01
2.300000000000000000e+01,1.116333007812500000e-01
2.400000000000000000e+01,3.789062500000000000e-01
2.500000000000000000e+01,2.697753906250000000e-01
2.600000000000000000e+01,2.014160156250000000e-01
2.700000000000000000e+01,2.261962890625000000e-01
2.800000000000000000e+01,8.233642578125000000e-02
2.900000000000000000e+01,3.525390625000000000e-01
3.000000000000000000e+01,2.541503906250000000e-01
3.100000000000000000e+01,4.132080078125000000e-02
3.200000000000000000e+01,1.821289062500000000e-01
3.300000000000000000e+01,2.003173828125000000e-01
3.400000000000000000e+01,1.514892578125000000e-01
3.500000000000000000e+01,6.298828125000000000e-02
3.600000000000000000e+01,2.459716796875000000e-01
3.700000000000000000e+01,3.923339843750000000e-01
3.800000000000000000e+01,4.156494140625000000e-02
3.900000000000000000e+01,1.514892578125000000e-01
4.000000000000000000e+01,4.132080078125000000e-02
4.100000000000000000e+01,1.213378906250000000e-01
4.200000000000000000e+01,3.710937500000000000e-01
4.300000000000000000e+01,3.046875000000000000e-01
4.400000000000000000e+01,4.853515625000000000e-01
4.500000000000000000e+01,1.774902343750000000e-01
4.600000000000000000e+01,2.252197265625000000e-01
4.700000000000000000e+01,2.570800781250000000e-01
4.800000000000000000e+01,1.919555664062500000e-02
4.900000000000000000e+01,9.559631347656250000e-03
5.000000000000000000e+01,3.852539062500000000e-01
5.100000000000000000e+01,2.177734375000000000e-01
5.200000000000000000e+01,3.066406250000000000e-01
5.300000000000000000e+01,2.003173828125000000e-01
5.400000000000000000e+01,2.935791015625000000e-02
5.500000000000000000e+01,2.044677734375000000e-01
5.600000000000000000e+01,3.007812500000000000e-01
5.700000000000000000e+01,2.573242187500000000e-01
5.800000000000000000e+01,4.548339843750000000e-01
5.900000000000000000e+01,1.606445312500000000e-01
6.000000000000000000e+01,5.349731445312500000e-02
6.100000000000000000e+01,1.685791015625000000e-01
6.200000000000000000e+01,5.203247070312500000e-02
6.300000000000000000e+01,1.060791015625000000e-01
6.400000000000000000e+01,1.575927734375000000e-01
6.500000000000000000e+01,3.909301757812500000e-02
6.600000000000000000e+01,1.369628906250000000e-01
6.700000000000000000e+01,5.349731445312500000e-02
6.800000000000000000e+01,1.685791015625000000e-01
6.900000000000000000e+01,8.837890625000000000e-02
7.000000000000000000e+01,8.703613281250000000e-02
7.100000000000000000e+01,4.252929687500000000e-01
7.200000000000000000e+01,4.040527343750000000e-01
7.300000000000000000e+01,6.634521484375000000e-02
7.400000000000000000e+01,1.919555664062500000e-02
7.500000000000000000e+01,2.675781250000000000e-01
7.600000000000000000e+01,1.685791015625000000e-01
7.700000000000000000e+01,5.535888671875000000e-02
7.800000000000000000e+01,8.801269531250000000e-02
7.900000000000000000e+01,3.290176391601562500e-04
8.000000000000000000e+01,3.562011718750000000e-01
8.100000000000000000e+01,3.398437500000000000e-01
8.200000000000000000e+01,2.252197265625000000e-01
8.300000000000000000e+01,3.696289062500000000e-01
8.400000000000000000e+01,2.420654296875000000e-01
8.500000000000000000e+01,4.132080078125000000e-02
8.600000000000000000e+01,1.755371093750000000e-01
8.700000000000000000e+01,2.037048339843750000e-02
8.800000000000000000e+01,4.711914062500000000e-02
8.900000000000000000e+01,4.548339843750000000e-01
9.000000000000000000e+01,1.685791015625000000e-01
9.100000000000000000e+01,7.525634765625000000e-02
9.200000000000000000e+01,9.559631347656250000e-03
9.300000000000000000e+01,2.347412109375000000e-01
9.400000000000000000e+01,3.935546875000000000e-01
9.500000000000000000e+01,1.920166015625000000e-01
9.600000000000000000e+01,1.972656250000000000e-01
9.700000000000000000e+01,2.668457031250000000e-01
9.800000000000000000e+01,9.710693359375000000e-02
9.900000000000000000e+01,2.573242187500000000e-01
1.000000000000000000e+02,1.575927734375000000e-01
1.010000000000000000e+02,1.685791015625000000e-01
1.020000000000000000e+02,3.410644531250000000e-01
1.030000000000000000e+02,4.252929687500000000e-01
1.040000000000000000e+02,2.012634277343750000e-02
1.050000000000000000e+02,9.559631347656250000e-03
1.060000000000000000e+02,3.894042968750000000e-01
1.070000000000000000e+02,1.801757812500000000e-01
1.080000000000000000e+02,4.779052734375000000e-02
1.090000000000000000e+02,1.369628906250000000e-01
1.100000000000000000e+02,9.344482421875000000e-02
1.110000000000000000e+02,2.018737792968750000e-02
1.120000000000000000e+02,1.564941406250000000e-01
1.130000000000000000e+02,5.206298828125000000e-02
1.140000000000000000e+02,3.676757812500000000e-01
1.150000000000000000e+02,2.376708984375000000e-01
1.160000000000000000e+02,4.252929687500000000e-01
1.170000000000000000e+02,1.425781250000000000e-01
1.180000000000000000e+02,3.198242187500000000e-01
1.190000000000000000e+02,8.801269531250000000e-02
1.200000000000000000e+02,3.583984375000000000e-01
