token_index,activation_value
0.000000000000000000e+00,1.256835937500000000e+00
1.000000000000000000e+00,4.287719726562500000e-03
2.000000000000000000e+00,3.281250000000000000e-01
3.000000000000000000e+00,5.322265625000000000e-01
4.000000000000000000e+00,1.629829406738281250e-03
5.000000000000000000e+00,3.251953125000000000e-01
6.000000000000000000e+00,5.844726562500000000e-01
7.000000000000000000e+00,5.603027343750000000e-02
8.000000000000000000e+00,4.692382812500000000e-01
9.000000000000000000e+00,3.449707031250000000e-01
1.000000000000000000e+01,2.858886718750000000e-01
1.100000000000000000e+01,1.629829406738281250e-03
1.200000000000000000e+01,1.179199218750000000e-01
1.300000000000000000e+01,3.100585937500000000e-01
1.400000000000000000e+01,1.503906250000000000e-01
1.500000000000000000e+01,4.677734375000000000e-01
1.600000000000000000e+01,6.162109375000000000e-01
1.700000000000000000e+01,3.085937500000000000e-01
1.800000000000000000e+01,1.434326171875000000e-01
1.900000000000000000e+01,1.634521484375000000e-01
2.000000000000000000e+01,1.148071289062500000e-01
2.100000000000000000e+01,1.223754882812500000e-01
2.200000000000000000e+01,6.015625000000000000e-01
2.300000000000000000e+01,2.036132812500000000e-01
2.400000000000000000e+01,2.922363281250000000e-01
2.500000000000000000e+01,3.112792968750000000e-01
2.600000000000000000e+01,1.614990234375000000e-01
2.700000000000000000e+01,4.177246093750000000e-01
2.800000000000000000e+01,3.347167968750000000e-01
2.900000000000000000e+01,3.122558593750000000e-01
3.000000000000000000e+01,3.059387207031250000e-02
3.100000000000000000e+01,3.002929687500000000e-01
3.200000000000000000e+01,5.102539062500000000e-01
3.300000000000000000e+01,1.028442382812500000e-01
3.400000000000000000e+01,4.333496093750000000e-01
3.500000000000000000e+01,1.179199218750000000e-01
3.600000000000000000e+01,4.311523437500000000e-01
3.700000000000000000e+01,4.633789062500000000e-01
3.800000000000000000e+01,3.588867187500000000e-01
3.900000000000000000e+01,4.333496093750000000e-01
4.000000000000000000e+01,3.002929687500000000e-01
4.100000000000000000e+01,8.819580078125000000e-02
4.200000000000000000e+01,2.320556640625000000e-01
4.300000000000000000e+01,5.322265625000000000e-01
4.400000000000000000e+01,4.677734375000000000e-01
4.500000000000000000e+01,4.868164062500000000e-01
4.600000000000000000e+01,3.039550781250000000e-01
4.700000000000000000e+01,4.726562500000000000e-01
4.800000000000000000e+01,2.726745605468750000e-02
4.900000000000000000e+01,4.453125000000000000e-01
5.000000000000000000e+01,2.504882812500000000e-01
5.100000000000000000e+01,4.587402343750000000e-01
5.200000000000000000e+01,3.715820312500000000e-01
5.300000000000000000e+01,1.932373046875000000e-01
5.400000000000000000e+01,4.833984375000000000e-01
5.500000000000000000e+01,1.586914062500000000e-01
5.600000000000000000e+01,6.386718750000000000e-01
5.700000000000000000e+01,3.439941406250000000e-01
5.800000000000000000e+01,1.629829406738281250e-03
5.900000000000000000e+01,3.095703125000000000e-01
6.000000000000000000e+01,3.906250000000000000e-01
6.100000000000000000e+01,5.599975585937500000e-02
6.200000000000000000e+01,4.350585937500000000e-01
6.300000000000000000e+01,2.929687500000000000e-01
6.400000000000000000e+01,3.383789062500000000e-01
6.500000000000000000e+01,5.161132812500000000e-01
6.600000000000000000e+01,2.269287109375000000e-01
6.700000000000000000e+01,3.906250000000000000e-01
6.800000000000000000e+01,5.599975585937500000e-02
6.900000000000000000e+01,5.996093750000000000e-01
7.000000000000000000e+01,5.229492187500000000e-01
7.100000000000000000e+01,2.893066406250000000e-01
7.200000000000000000e+01,3.525390625000000000e-01
7.300000000000000000e+01,6.464843750000000000e-01
7.400000000000000000e+01,2.726745605468750000e-02
7.500000000000000000e+01,2.294921875000000000e-01
7.600000000000000000e+01,5.599975585937500000e-02
7.700000000000000000e+01,2.548828125000000000e-01
7.800000000000000000e+01,3.837890625000000000e-01
7.900000000000000000e+01,3.908691406250000000e-01
8.000000000000000000e+01,4.626464843750000000e-01
8.100000000000000000e+01,9.179687500000000000e-02
8.200000000000000000e+01,3.039550781250000000e-01
8.300000000000000000e+01,5.200195312500000000e-01
8.400000000000000000e+01,4.360351562500000000e-01
8.500000000000000000e+01,3.002929687500000000e-01
8.600000000000000000e+01,3.691406250000000000e-01
8.700000000000000000e+01,3.906250000000000000e-01
8.800000000000000000e+01,3.037109375000000000e-01
8.900000000000000000e+01,1.629829406738281250e-03
9.000000000000000000e+01,5.599975585937500000e-02
9.100000000000000000e+01,3.112792968750000000e-01
9.200000000000000000e+01,4.453125000000000000e-01
9.300000000000000000e+01,2.407226562500000000e-01
9.400000000000000000e+01,1.442871093750000000e-01
9.500000000000000000e+01,4.157714843750000000e-01
9.600000000000000000e+01,2.166748046875000000e-01
9.700000000000000000e+01,1.108398437500000000e-01
9.800000000000000000e+01,3.425292968750000000e-01
9.900000000000000000e+01,3.439941406250000000e-01
1.000000000000000000e+02,3.383789062500000000e-01
1.010000000000000000e+02,5.599975585937500000e-02
1.020000000000000000e+02,3.903808593750000000e-01
1.030000000000000000e+02,2.893066406250000000e-01
1.040000000000000000e+02,5.385742187500000000e-01
1.050000000000000000e+02,4.453125000000000000e-01
1.060000000000000000e+02,5.717773437500000000e-01
1.070000000000000000e+02,1.049804687500000000e-01
1.080000000000000000e+02,5.136718750000000000e-01
1.090000000000000000e+02,2.269287109375000000e-01
1.100000000000000000e+02,2.634277343750000000e-01
1.110000000000000000e+02,1.378173828125000000e-01
1.120000000000000000e+02,3.872070312500000000e-01
1.130000000000000000e+02,5.014648437500000000e-01
1.140000000000000000e+02,1.439094543457031250e-03
1.150000000000000000e+02,6.044921875000000000e-01
1.160000000000000000e+02,2.893066406250000000e-01
1.170000000000000000e+02,2.045898437500000000e-01
1.180000000000000000e+02,1.850891113281250000e-02
1.190000000000000000e+02,3.837890625000000000e-01
1.200000000000000000e+02,4.123535156250000000e-01
