token_index,activation_value
0.000000000000000000e+00,2.882812500000000000e+00
1.000000000000000000e+00,9.027099609375000000e-02
2.000000000000000000e+00,1.306152343750000000e-01
3.000000000000000000e+00,7.812500000000000000e-02
4.000000000000000000e+00,4.006958007812500000e-02
5.000000000000000000e+00,2.651367187500000000e-01
6.000000000000000000e+00,4.328613281250000000e-01
7.000000000000000000e+00,2.001953125000000000e-01
8.000000000000000000e+00,2.827148437500000000e-01
9.000000000000000000e+00,3.322753906250000000e-01
1.000000000000000000e+01,1.136474609375000000e-01
1.100000000000000000e+01,4.006958007812500000e-02
1.200000000000000000e+01,1.069335937500000000e-01
1.300000000000000000e+01,6.035156250000000000e-01
1.400000000000000000e+01,2.036132812500000000e-01
1.500000000000000000e+01,1.217651367187500000e-01
1.600000000000000000e+01,5.185546875000000000e-01
1.700000000000000000e+01,3.603515625000000000e-01
1.800000000000000000e+01,5.844116210937500000e-02
1.900000000000000000e+01,3.972167968750000000e-01
2.000000000000000000e+01,1.352539062500000000e-01
2.100000000000000000e+01,6.860351562500000000e-02
2.200000000000000000e+01,2.343750000000000000e-01
2.300000000000000000e+01,8.599853515625000000e-02
2.400000000000000000e+01,3.894042968750000000e-01
2.500000000000000000e+01,1.619873046875000000e-01
2.600000000000000000e+01,4.263305664062500000e-02
2.700000000000000000e+01,7.226562500000000000e-02
2.800000000000000000e+01,1.008300781250000000e-01
2.900000000000000000e+01,2.966308593750000000e-01
3.000000000000000000e+01,1.089477539062500000e-01
3.100000000000000000e+01,5.374145507812500000e-02
3.200000000000000000e+01,2.597656250000000000e-01
3.300000000000000000e+01,2.707519531250000000e-01
3.400000000000000000e+01,3.139648437500000000e-01
3.500000000000000000e+01,1.069335937500000000e-01
3.600000000000000000e+01,4.348144531250000000e-01
3.700000000000000000e+01,3.354492187500000000e-01
3.800000000000000000e+01,1.391601562500000000e-01
3.900000000000000000e+01,3.139648437500000000e-01
4.000000000000000000e+01,5.374145507812500000e-02
4.100000000000000000e+01,1.184692382812500000e-01
4.200000000000000000e+01,3.256225585937500000e-02
4.300000000000000000e+01,7.812500000000000000e-02
4.400000000000000000e+01,1.217651367187500000e-01
4.500000000000000000e+01,2.563476562500000000e-01
4.600000000000000000e+01,4.484863281250000000e-01
4.700000000000000000e+01,4.147949218750000000e-01
4.800000000000000000e+01,1.241455078125000000e-01
4.900000000000000000e+01,1.575927734375000000e-01
5.000000000000000000e+01,3.164062500000000000e-01
5.100000000000000000e+01,1.109008789062500000e-01
5.200000000000000000e+01,3.085937500000000000e-01
5.300000000000000000e+01,4.047851562500000000e-01
5.400000000000000000e+01,3.977050781250000000e-01
5.500000000000000000e+01,2.336425781250000000e-01
5.600000000000000000e+01,1.326904296875000000e-01
5.700000000000000000e+01,2.210693359375000000e-01
5.800000000000000000e+01,4.006958007812500000e-02
