token_index,activation_value
0.000000000000000000e+00,2.514648437500000000e-01
1.000000000000000000e+00,7.720947265625000000e-02
2.000000000000000000e+00,3.747558593750000000e-01
3.000000000000000000e+00,5.659179687500000000e-01
4.000000000000000000e+00,1.020507812500000000e-01
5.000000000000000000e+00,1.927185058593750000e-02
6.000000000000000000e+00,2.661132812500000000e-01
7.000000000000000000e+00,1.632080078125000000e-01
8.000000000000000000e+00,3.271484375000000000e-01
9.000000000000000000e+00,2.966308593750000000e-01
1.000000000000000000e+01,4.946289062500000000e-01
1.100000000000000000e+01,1.020507812500000000e-01
1.200000000000000000e+01,1.687011718750000000e-01
1.300000000000000000e+01,3.527832031250000000e-02
1.400000000000000000e+01,4.436035156250000000e-01
1.500000000000000000e+01,9.442138671875000000e-02
1.600000000000000000e+01,3.557128906250000000e-01
1.700000000000000000e+01,3.652343750000000000e-01
1.800000000000000000e+01,8.587646484375000000e-02
1.900000000000000000e+01,1.311035156250000000e-01
2.000000000000000000e+01,2.341308593750000000e-01
2.100000000000000000e+01,2.885742187500000000e-01
2.200000000000000000e+01,5.550384521484375000e-03
2.300000000000000000e+01,3.327636718750000000e-01
2.400000000000000000e+01,9.484863281250000000e-02
2.500000000000000000e+01,2.602539062500000000e-01
2.600000000000000000e+01,2.602539062500000000e-01
2.700000000000000000e+01,2.998046875000000000e-01
2.800000000000000000e+01,2.257080078125000000e-01
2.900000000000000000e+01,1.091308593750000000e-01
3.000000000000000000e+01,2.167968750000000000e-01
3.100000000000000000e+01,4.321289062500000000e-01
3.200000000000000000e+01,2.261962890625000000e-01
3.300000000000000000e+01,4.880371093750000000e-01
3.400000000000000000e+01,1.370429992675781250e-03
3.500000000000000000e+01,1.687011718750000000e-01
3.600000000000000000e+01,2.496337890625000000e-01
3.700000000000000000e+01,2.304687500000000000e-01
3.800000000000000000e+01,5.854492187500000000e-01
3.900000000000000000e+01,1.370429992675781250e-03
4.000000000000000000e+01,4.321289062500000000e-01
4.100000000000000000e+01,1.151123046875000000e-01
