token_index,activation_value
0.000000000000000000e+00,2.705078125000000000e-01
1.000000000000000000e+00,1.425781250000000000e-01
2.000000000000000000e+00,2.362060546875000000e-01
3.000000000000000000e+00,6.683349609375000000e-02
4.000000000000000000e+00,3.738403320312500000e-02
5.000000000000000000e+00,9.918212890625000000e-02
6.000000000000000000e+00,2.521972656250000000e-01
7.000000000000000000e+00,4.838867187500000000e-01
8.000000000000000000e+00,2.269287109375000000e-01
9.000000000000000000e+00,2.504882812500000000e-01
1.000000000000000000e+01,1.968994140625000000e-01
1.100000000000000000e+01,3.738403320312500000e-02
1.200000000000000000e+01,2.062988281250000000e-01
1.300000000000000000e+01,6.530761718750000000e-02
1.400000000000000000e+01,4.311523437500000000e-01
1.500000000000000000e+01,2.047119140625000000e-01
1.600000000000000000e+01,2.597656250000000000e-01
1.700000000000000000e+01,2.573242187500000000e-01
1.800000000000000000e+01,4.531860351562500000e-02
1.900000000000000000e+01,3.118896484375000000e-02
2.000000000000000000e+01,3.007812500000000000e-01
2.100000000000000000e+01,4.509277343750000000e-01
2.200000000000000000e+01,1.658935546875000000e-01
2.300000000000000000e+01,3.129882812500000000e-01
2.400000000000000000e+01,2.127075195312500000e-02
2.500000000000000000e+01,2.187500000000000000e-01
2.600000000000000000e+01,6.474609375000000000e-01
2.700000000000000000e+01,3.515625000000000000e-02
2.800000000000000000e+01,4.858398437500000000e-01
2.900000000000000000e+01,8.624267578125000000e-02
3.000000000000000000e+01,4.387207031250000000e-01
3.100000000000000000e+01,1.866455078125000000e-01
3.200000000000000000e+01,4.526367187500000000e-01
3.300000000000000000e+01,3.376464843750000000e-01
3.400000000000000000e+01,1.240234375000000000e-01
3.500000000000000000e+01,2.062988281250000000e-01
3.600000000000000000e+01,1.358642578125000000e-01
3.700000000000000000e+01,7.025146484375000000e-02
3.800000000000000000e+01,4.193115234375000000e-02
3.900000000000000000e+01,1.240234375000000000e-01
4.000000000000000000e+01,1.866455078125000000e-01
4.100000000000000000e+01,3.095703125000000000e-01
4.200000000000000000e+01,4.043579101562500000e-03
4.300000000000000000e+01,6.683349609375000000e-02
4.400000000000000000e+01,2.047119140625000000e-01
4.500000000000000000e+01,2.800292968750000000e-01
4.600000000000000000e+01,4.156494140625000000e-02
4.700000000000000000e+01,1.033325195312500000e-01
4.800000000000000000e+01,3.779296875000000000e-01
4.900000000000000000e+01,3.017578125000000000e-01
5.000000000000000000e+01,6.634521484375000000e-02
5.100000000000000000e+01,1.567382812500000000e-01
5.200000000000000000e+01,7.415771484375000000e-02
5.300000000000000000e+01,2.885742187500000000e-01
5.400000000000000000e+01,6.220703125000000000e-01
5.500000000000000000e+01,1.017456054687500000e-01
5.600000000000000000e+01,2.291870117187500000e-02
5.700000000000000000e+01,1.078491210937500000e-01
5.800000000000000000e+01,3.738403320312500000e-02
5.900000000000000000e+01,1.644287109375000000e-01
6.000000000000000000e+01,2.299804687500000000e-01
6.100000000000000000e+01,1.123657226562500000e-01
6.200000000000000000e+01,1.290283203125000000e-01
6.300000000000000000e+01,4.060058593750000000e-01
6.400000000000000000e+01,3.303222656250000000e-01
6.500000000000000000e+01,1.596679687500000000e-01
6.600000000000000000e+01,1.403808593750000000e-01
6.700000000000000000e+01,2.299804687500000000e-01
6.800000000000000000e+01,1.123657226562500000e-01
6.900000000000000000e+01,5.154418945312500000e-02
7.000000000000000000e+01,2.213134765625000000e-01
7.100000000000000000e+01,1.711425781250000000e-01
7.200000000000000000e+01,1.739501953125000000e-01
7.300000000000000000e+01,1.052856445312500000e-02
7.400000000000000000e+01,3.779296875000000000e-01
7.500000000000000000e+01,7.434082031250000000e-02
7.600000000000000000e+01,1.123657226562500000e-01
7.700000000000000000e+01,9.509277343750000000e-02
7.800000000000000000e+01,1.794433593750000000e-01
7.900000000000000000e+01,5.312500000000000000e-01
8.000000000000000000e+01,3.024902343750000000e-01
8.100000000000000000e+01,3.466796875000000000e-01
8.200000000000000000e+01,4.156494140625000000e-02
8.300000000000000000e+01,4.719238281250000000e-01
8.400000000000000000e+01,3.308105468750000000e-01
8.500000000000000000e+01,1.866455078125000000e-01
8.600000000000000000e+01,2.583007812500000000e-01
8.700000000000000000e+01,6.524658203125000000e-02
8.800000000000000000e+01,2.868652343750000000e-01
8.900000000000000000e+01,3.738403320312500000e-02
9.000000000000000000e+01,1.123657226562500000e-01
9.100000000000000000e+01,2.924804687500000000e-01
9.200000000000000000e+01,3.017578125000000000e-01
9.300000000000000000e+01,2.800292968750000000e-01
9.400000000000000000e+01,7.037353515625000000e-02
9.500000000000000000e+01,4.565429687500000000e-01
9.600000000000000000e+01,1.184082031250000000e-02
9.700000000000000000e+01,1.076660156250000000e-01
9.800000000000000000e+01,8.526611328125000000e-02
9.900000000000000000e+01,1.078491210937500000e-01
1.000000000000000000e+02,3.303222656250000000e-01
1.010000000000000000e+02,1.123657226562500000e-01
1.020000000000000000e+02,2.541503906250000000e-01
1.030000000000000000e+02,1.711425781250000000e-01
1.040000000000000000e+02,2.751464843750000000e-01
1.050000000000000000e+02,3.017578125000000000e-01
1.060000000000000000e+02,2.156982421875000000e-01
1.070000000000000000e+02,8.831787109375000000e-02
1.080000000000000000e+02,1.641845703125000000e-01
1.090000000000000000e+02,1.403808593750000000e-01
1.100000000000000000e+02,2.185058593750000000e-01
1.110000000000000000e+02,9.393310546875000000e-02
1.120000000000000000e+02,2.011718750000000000e-01
1.130000000000000000e+02,2.780761718750000000e-01
1.140000000000000000e+02,3.979492187500000000e-01
1.150000000000000000e+02,1.560974121093750000e-02
1.160000000000000000e+02,1.711425781250000000e-01
1.170000000000000000e+02,7.507324218750000000e-02
1.180000000000000000e+02,3.273925781250000000e-01
1.190000000000000000e+02,1.794433593750000000e-01
1.200000000000000000e+02,5.154418945312500000e-02
