token_index,activation_value
0.000000000000000000e+00,6.549072265625000000e-02
1.000000000000000000e+00,2.274169921875000000e-01
2.000000000000000000e+00,7.724609375000000000e-01
3.000000000000000000e+00,3.288574218750000000e-01
4.000000000000000000e+00,1.578369140625000000e-01
5.000000000000000000e+00,1.182250976562500000e-01
6.000000000000000000e+00,8.038330078125000000e-02
7.000000000000000000e+00,2.309570312500000000e-01
8.000000000000000000e+00,2.800292968750000000e-01
9.000000000000000000e+00,2.983398437500000000e-01
1.000000000000000000e+01,3.076171875000000000e-01
1.100000000000000000e+01,1.578369140625000000e-01
1.200000000000000000e+01,7.415771484375000000e-02
1.300000000000000000e+01,1.693115234375000000e-01
1.400000000000000000e+01,3.745117187500000000e-01
1.500000000000000000e+01,1.037597656250000000e-01
1.600000000000000000e+01,1.422119140625000000e-01
1.700000000000000000e+01,5.371093750000000000e-02
1.800000000000000000e+01,2.031250000000000000e-01
1.900000000000000000e+01,3.400878906250000000e-01
2.000000000000000000e+01,1.138916015625000000e-01
2.100000000000000000e+01,2.124023437500000000e-01
2.200000000000000000e+01,1.213378906250000000e-01
2.300000000000000000e+01,3.723144531250000000e-01
2.400000000000000000e+01,1.776123046875000000e-02
2.500000000000000000e+01,9.271240234375000000e-02
2.600000000000000000e+01,5.151367187500000000e-01
2.700000000000000000e+01,6.782226562500000000e-01
2.800000000000000000e+01,5.937500000000000000e-01
2.900000000000000000e+01,3.142089843750000000e-01
3.000000000000000000e+01,5.682373046875000000e-02
3.100000000000000000e+01,6.425781250000000000e-01
3.200000000000000000e+01,6.262207031250000000e-02
3.300000000000000000e+01,3.631591796875000000e-02
3.400000000000000000e+01,6.488037109375000000e-02
3.500000000000000000e+01,7.415771484375000000e-02
3.600000000000000000e+01,1.617431640625000000e-01
3.700000000000000000e+01,1.794433593750000000e-01
3.800000000000000000e+01,3.808593750000000000e-01
3.900000000000000000e+01,6.488037109375000000e-02
4.000000000000000000e+01,6.425781250000000000e-01
4.100000000000000000e+01,1.450195312500000000e-01
4.200000000000000000e+01,1.406250000000000000e-01
4.300000000000000000e+01,3.288574218750000000e-01
4.400000000000000000e+01,1.037597656250000000e-01
4.500000000000000000e+01,2.491455078125000000e-01
4.600000000000000000e+01,1.135864257812500000e-01
4.700000000000000000e+01,2.834472656250000000e-01
4.800000000000000000e+01,2.822875976562500000e-02
4.900000000000000000e+01,9.924316406250000000e-02
5.000000000000000000e+01,1.322021484375000000e-01
5.100000000000000000e+01,1.290283203125000000e-01
5.200000000000000000e+01,2.973632812500000000e-01
5.300000000000000000e+01,1.080932617187500000e-01
5.400000000000000000e+01,5.727539062500000000e-01
5.500000000000000000e+01,1.119995117187500000e-01
5.600000000000000000e+01,4.213867187500000000e-01
5.700000000000000000e+01,3.581542968750000000e-01
5.800000000000000000e+01,1.578369140625000000e-01
5.900000000000000000e+01,5.307617187500000000e-01
6.000000000000000000e+01,1.250000000000000000e-01
6.100000000000000000e+01,1.159667968750000000e-01
6.200000000000000000e+01,4.583740234375000000e-02
6.300000000000000000e+01,1.657714843750000000e-01
6.400000000000000000e+01,3.637695312500000000e-02
6.500000000000000000e+01,3.823242187500000000e-01
6.600000000000000000e+01,1.223144531250000000e-01
6.700000000000000000e+01,1.250000000000000000e-01
6.800000000000000000e+01,1.159667968750000000e-01
