token_index,activation_value
0.000000000000000000e+00,3.742675781250000000e-01
1.000000000000000000e+00,1.290039062500000000e+00
2.000000000000000000e+00,5.253906250000000000e-01
3.000000000000000000e+00,5.332031250000000000e-01
4.000000000000000000e+00,1.051757812500000000e+00
5.000000000000000000e+00,1.008789062500000000e+00
6.000000000000000000e+00,2.690429687500000000e-01
7.000000000000000000e+00,1.712646484375000000e-01
8.000000000000000000e+00,1.085815429687500000e-01
9.000000000000000000e+00,5.683593750000000000e-01
1.000000000000000000e+01,4.846191406250000000e-02
1.100000000000000000e+01,1.051757812500000000e+00
1.200000000000000000e+01,8.251953125000000000e-01
1.300000000000000000e+01,9.824218750000000000e-01
1.400000000000000000e+01,6.552734375000000000e-01
1.500000000000000000e+01,1.250000000000000000e+00
1.600000000000000000e+01,1.303710937500000000e-01
1.700000000000000000e+01,1.104125976562500000e-01
1.800000000000000000e+01,1.968750000000000000e+00
1.900000000000000000e+01,1.194335937500000000e+00
2.000000000000000000e+01,6.538085937500000000e-01
2.100000000000000000e+01,5.380859375000000000e-01
2.200000000000000000e+01,5.620117187500000000e-01
2.300000000000000000e+01,2.956542968750000000e-01
2.400000000000000000e+01,1.099609375000000000e+00
2.500000000000000000e+01,1.842041015625000000e-01
2.600000000000000000e+01,5.688476562500000000e-01
2.700000000000000000e+01,5.507812500000000000e-01
2.800000000000000000e+01,6.513671875000000000e-01
2.900000000000000000e+01,4.367675781250000000e-01
3.000000000000000000e+01,5.434570312500000000e-01
3.100000000000000000e+01,1.809570312500000000e+00
3.200000000000000000e+01,1.672363281250000000e-01
3.300000000000000000e+01,1.309814453125000000e-01
3.400000000000000000e+01,1.485351562500000000e+00
3.500000000000000000e+01,8.251953125000000000e-01
3.600000000000000000e+01,7.244873046875000000e-02
3.700000000000000000e+01,1.449584960937500000e-02
3.800000000000000000e+01,2.807617187500000000e-01
3.900000000000000000e+01,1.485351562500000000e+00
4.000000000000000000e+01,1.809570312500000000e+00
4.100000000000000000e+01,5.496215820312500000e-02
4.200000000000000000e+01,1.105468750000000000e+00
4.300000000000000000e+01,5.332031250000000000e-01
4.400000000000000000e+01,1.250000000000000000e+00
4.500000000000000000e+01,5.566406250000000000e-02
4.600000000000000000e+01,8.720703125000000000e-01
4.700000000000000000e+01,1.381835937500000000e-01
4.800000000000000000e+01,3.093261718750000000e-01
4.900000000000000000e+01,9.697265625000000000e-01
5.000000000000000000e+01,1.374023437500000000e+00
5.100000000000000000e+01,3.752441406250000000e-01
5.200000000000000000e+01,1.300781250000000000e+00
5.300000000000000000e+01,4.145507812500000000e-01
5.400000000000000000e+01,2.808593750000000000e+00
5.500000000000000000e+01,1.190429687500000000e+00
5.600000000000000000e+01,5.415039062500000000e-01
5.700000000000000000e+01,1.613769531250000000e-01
5.800000000000000000e+01,1.051757812500000000e+00
5.900000000000000000e+01,5.400390625000000000e-01
6.000000000000000000e+01,9.443359375000000000e-01
6.100000000000000000e+01,5.981445312500000000e-01
6.200000000000000000e+01,5.249023437500000000e-01
6.300000000000000000e+01,4.125976562500000000e-01
6.400000000000000000e+01,3.823242187500000000e-01
6.500000000000000000e+01,3.635253906250000000e-01
6.600000000000000000e+01,2.620697021484375000e-03
6.700000000000000000e+01,9.443359375000000000e-01
6.800000000000000000e+01,5.981445312500000000e-01
6.900000000000000000e+01,4.042968750000000000e-01
7.000000000000000000e+01,3.850097656250000000e-01
7.100000000000000000e+01,1.116210937500000000e+00
7.200000000000000000e+01,2.212524414062500000e-02
7.300000000000000000e+01,1.018676757812500000e-01
7.400000000000000000e+01,3.093261718750000000e-01
7.500000000000000000e+01,5.163574218750000000e-02
7.600000000000000000e+01,5.981445312500000000e-01
7.700000000000000000e+01,1.850585937500000000e-01
7.800000000000000000e+01,1.397460937500000000e+00
7.900000000000000000e+01,5.874023437500000000e-01
8.000000000000000000e+01,5.581054687500000000e-01
8.100000000000000000e+01,5.356445312500000000e-01
8.200000000000000000e+01,8.720703125000000000e-01
8.300000000000000000e+01,7.929687500000000000e-01
8.400000000000000000e+01,1.542968750000000000e-01
8.500000000000000000e+01,1.809570312500000000e+00
8.600000000000000000e+01,1.699218750000000000e-01
8.700000000000000000e+01,3.805541992187500000e-02
8.800000000000000000e+01,1.757812500000000000e-01
8.900000000000000000e+01,1.051757812500000000e+00
9.000000000000000000e+01,5.981445312500000000e-01
9.100000000000000000e+01,3.349609375000000000e-01
9.200000000000000000e+01,9.697265625000000000e-01
9.300000000000000000e+01,4.748535156250000000e-01
9.400000000000000000e+01,1.032226562500000000e+00
9.500000000000000000e+01,4.313964843750000000e-01
9.600000000000000000e+01,1.485351562500000000e+00
9.700000000000000000e+01,1.451171875000000000e+00
9.800000000000000000e+01,1.334960937500000000e+00
9.900000000000000000e+01,1.613769531250000000e-01
1.000000000000000000e+02,3.823242187500000000e-01
1.010000000000000000e+02,5.981445312500000000e-01
1.020000000000000000e+02,4.516601562500000000e-01
1.030000000000000000e+02,1.116210937500000000e+00
1.040000000000000000e+02,9.881591796875000000e-02
1.050000000000000000e+02,9.697265625000000000e-01
1.060000000000000000e+02,2.656250000000000000e-01
1.070000000000000000e+02,1.256835937500000000e+00
1.080000000000000000e+02,3.764648437500000000e-01
1.090000000000000000e+02,2.620697021484375000e-03
1.100000000000000000e+02,1.135742187500000000e+00
1.110000000000000000e+02,7.924804687500000000e-01
1.120000000000000000e+02,1.500976562500000000e+00
1.130000000000000000e+02,7.666015625000000000e-01
1.140000000000000000e+02,6.010742187500000000e-01
1.150000000000000000e+02,6.357421875000000000e-01
1.160000000000000000e+02,1.116210937500000000e+00
1.170000000000000000e+02,3.225803375244140625e-04
1.180000000000000000e+02,6.430664062500000000e-01
1.190000000000000000e+02,1.397460937500000000e+00
1.200000000000000000e+02,1.104492187500000000e+00
