token_index,activation_value
0.000000000000000000e+00,1.369140625000000000e+00
1.000000000000000000e+00,5.957031250000000000e-01
2.000000000000000000e+00,8.359375000000000000e-01
3.000000000000000000e+00,1.590820312500000000e+00
4.000000000000000000e+00,8.359375000000000000e-01
5.000000000000000000e+00,6.494140625000000000e-01
6.000000000000000000e+00,6.333007812500000000e-01
7.000000000000000000e+00,1.374023437500000000e+00
8.000000000000000000e+00,8.725585937500000000e-01
9.000000000000000000e+00,9.072265625000000000e-01
1.000000000000000000e+01,5.024414062500000000e-01
1.100000000000000000e+01,8.359375000000000000e-01
1.200000000000000000e+01,2.469482421875000000e-01
1.300000000000000000e+01,8.378906250000000000e-01
1.400000000000000000e+01,9.418945312500000000e-01
1.500000000000000000e+01,9.555664062500000000e-01
1.600000000000000000e+01,8.627929687500000000e-01
1.700000000000000000e+01,9.458007812500000000e-01
1.800000000000000000e+01,1.870117187500000000e+00
1.900000000000000000e+01,8.310546875000000000e-01
2.000000000000000000e+01,1.517578125000000000e+00
2.100000000000000000e+01,8.095703125000000000e-01
2.200000000000000000e+01,7.529296875000000000e-01
2.300000000000000000e+01,6.987304687500000000e-01
2.400000000000000000e+01,8.833007812500000000e-01
2.500000000000000000e+01,8.256835937500000000e-01
2.600000000000000000e+01,1.133789062500000000e+00
2.700000000000000000e+01,4.121093750000000000e-01
2.800000000000000000e+01,9.663085937500000000e-01
2.900000000000000000e+01,2.496337890625000000e-01
3.000000000000000000e+01,1.496093750000000000e+00
3.100000000000000000e+01,1.458007812500000000e+00
3.200000000000000000e+01,1.119140625000000000e+00
3.300000000000000000e+01,1.125000000000000000e+00
3.400000000000000000e+01,1.851562500000000000e+00
3.500000000000000000e+01,2.469482421875000000e-01
3.600000000000000000e+01,1.004882812500000000e+00
3.700000000000000000e+01,5.966796875000000000e-01
3.800000000000000000e+01,5.688476562500000000e-01
3.900000000000000000e+01,1.851562500000000000e+00
4.000000000000000000e+01,1.458007812500000000e+00
4.100000000000000000e+01,1.250976562500000000e+00
4.200000000000000000e+01,1.131835937500000000e+00
4.300000000000000000e+01,1.590820312500000000e+00
4.400000000000000000e+01,9.555664062500000000e-01
4.500000000000000000e+01,7.993164062500000000e-01
4.600000000000000000e+01,6.762695312500000000e-01
4.700000000000000000e+01,4.118652343750000000e-01
4.800000000000000000e+01,1.296875000000000000e+00
4.900000000000000000e+01,5.255126953125000000e-02
5.000000000000000000e+01,1.057617187500000000e+00
5.100000000000000000e+01,8.110351562500000000e-01
5.200000000000000000e+01,7.763671875000000000e-01
5.300000000000000000e+01,6.796875000000000000e-01
5.400000000000000000e+01,2.371093750000000000e+00
5.500000000000000000e+01,1.031250000000000000e+00
5.600000000000000000e+01,6.284179687500000000e-01
