token_index,activation_value
0.000000000000000000e+00,7.104492187500000000e-01
1.000000000000000000e+00,2.145996093750000000e-01
2.000000000000000000e+00,5.517578125000000000e-01
3.000000000000000000e+00,9.259033203125000000e-02
4.000000000000000000e+00,1.736450195312500000e-02
5.000000000000000000e+00,1.447753906250000000e-01
6.000000000000000000e+00,3.569335937500000000e-01
7.000000000000000000e+00,1.142501831054687500e-03
8.000000000000000000e+00,3.261718750000000000e-01
9.000000000000000000e+00,2.807617187500000000e-01
1.000000000000000000e+01,1.008300781250000000e-01
1.100000000000000000e+01,1.736450195312500000e-02
1.200000000000000000e+01,1.629638671875000000e-01
1.300000000000000000e+01,1.613769531250000000e-01
1.400000000000000000e+01,8.093261718750000000e-02
1.500000000000000000e+01,5.083007812500000000e-01
1.600000000000000000e+01,6.457519531250000000e-02
1.700000000000000000e+01,1.014404296875000000e-01
1.800000000000000000e+01,4.880371093750000000e-01
1.900000000000000000e+01,1.146697998046875000e-02
2.000000000000000000e+01,5.407714843750000000e-02
2.100000000000000000e+01,9.588623046875000000e-02
2.200000000000000000e+01,1.912841796875000000e-01
2.300000000000000000e+01,1.759033203125000000e-01
2.400000000000000000e+01,5.947875976562500000e-02
2.500000000000000000e+01,1.746826171875000000e-01
2.600000000000000000e+01,4.055023193359375000e-03
2.700000000000000000e+01,5.332031250000000000e-01
2.800000000000000000e+01,5.136718750000000000e-01
2.900000000000000000e+01,4.028320312500000000e-01
3.000000000000000000e+01,9.985351562500000000e-02
3.100000000000000000e+01,8.339843750000000000e-01
3.200000000000000000e+01,2.363281250000000000e-01
3.300000000000000000e+01,6.475830078125000000e-02
3.400000000000000000e+01,1.855468750000000000e-01
3.500000000000000000e+01,1.629638671875000000e-01
3.600000000000000000e+01,6.494140625000000000e-01
3.700000000000000000e+01,3.037109375000000000e-01
3.800000000000000000e+01,4.055786132812500000e-02
3.900000000000000000e+01,1.855468750000000000e-01
4.000000000000000000e+01,8.339843750000000000e-01
4.100000000000000000e+01,1.789550781250000000e-01
4.200000000000000000e+01,3.413085937500000000e-01
4.300000000000000000e+01,9.259033203125000000e-02
4.400000000000000000e+01,5.083007812500000000e-01
4.500000000000000000e+01,4.692382812500000000e-01
4.600000000000000000e+01,1.083984375000000000e-01
4.700000000000000000e+01,6.059570312500000000e-01
4.800000000000000000e+01,2.047119140625000000e-01
4.900000000000000000e+01,7.843017578125000000e-03
5.000000000000000000e+01,1.566162109375000000e-01
5.100000000000000000e+01,9.643554687500000000e-02
5.200000000000000000e+01,8.294677734375000000e-02
5.300000000000000000e+01,1.300048828125000000e-01
5.400000000000000000e+01,1.826171875000000000e-01
5.500000000000000000e+01,9.620666503906250000e-03
5.600000000000000000e+01,1.204833984375000000e-01
5.700000000000000000e+01,1.379394531250000000e-01
5.800000000000000000e+01,1.736450195312500000e-02
5.900000000000000000e+01,3.500976562500000000e-01
6.000000000000000000e+01,2.195739746093750000e-02
6.100000000000000000e+01,1.443481445312500000e-02
6.200000000000000000e+01,3.933105468750000000e-01
6.300000000000000000e+01,3.894042968750000000e-02
6.400000000000000000e+01,1.892089843750000000e-01
6.500000000000000000e+01,2.761230468750000000e-01
6.600000000000000000e+01,3.756713867187500000e-02
6.700000000000000000e+01,2.195739746093750000e-02
6.800000000000000000e+01,1.443481445312500000e-02
6.900000000000000000e+01,6.254882812500000000e-01
7.000000000000000000e+01,3.815917968750000000e-01
7.100000000000000000e+01,2.780761718750000000e-01
7.200000000000000000e+01,1.098022460937500000e-01
7.300000000000000000e+01,2.575683593750000000e-02
7.400000000000000000e+01,2.047119140625000000e-01
7.500000000000000000e+01,1.014404296875000000e-01
7.600000000000000000e+01,1.443481445312500000e-02
7.700000000000000000e+01,2.363281250000000000e-01
7.800000000000000000e+01,8.984375000000000000e-02
7.900000000000000000e+01,7.587890625000000000e-01
8.000000000000000000e+01,1.089477539062500000e-01
8.100000000000000000e+01,3.090820312500000000e-01
8.200000000000000000e+01,1.083984375000000000e-01
8.300000000000000000e+01,1.471679687500000000e+00
8.400000000000000000e+01,1.086425781250000000e-01
8.500000000000000000e+01,8.339843750000000000e-01
8.600000000000000000e+01,1.727294921875000000e-01
8.700000000000000000e+01,2.128906250000000000e-01
8.800000000000000000e+01,1.017456054687500000e-01
8.900000000000000000e+01,1.736450195312500000e-02
9.000000000000000000e+01,1.443481445312500000e-02
9.100000000000000000e+01,2.753906250000000000e-01
9.200000000000000000e+01,7.843017578125000000e-03
9.300000000000000000e+01,1.674804687500000000e-01
9.400000000000000000e+01,2.910156250000000000e-01
9.500000000000000000e+01,2.500000000000000000e-01
9.600000000000000000e+01,5.751953125000000000e-01
9.700000000000000000e+01,2.958679199218750000e-02
9.800000000000000000e+01,4.892578125000000000e-01
9.900000000000000000e+01,1.379394531250000000e-01
1.000000000000000000e+02,1.892089843750000000e-01
1.010000000000000000e+02,1.443481445312500000e-02
1.020000000000000000e+02,6.733398437500000000e-01
1.030000000000000000e+02,2.780761718750000000e-01
1.040000000000000000e+02,3.164672851562500000e-02
1.050000000000000000e+02,7.843017578125000000e-03
1.060000000000000000e+02,6.689453125000000000e-02
1.070000000000000000e+02,7.788085937500000000e-01
1.080000000000000000e+02,1.142120361328125000e-02
1.090000000000000000e+02,3.756713867187500000e-02
1.100000000000000000e+02,1.306152343750000000e-01
1.110000000000000000e+02,2.169189453125000000e-01
1.120000000000000000e+02,1.562500000000000000e-01
1.130000000000000000e+02,3.801269531250000000e-01
1.140000000000000000e+02,5.316162109375000000e-02
1.150000000000000000e+02,1.447753906250000000e-01
1.160000000000000000e+02,2.780761718750000000e-01
1.170000000000000000e+02,3.619384765625000000e-02
1.180000000000000000e+02,6.903076171875000000e-02
1.190000000000000000e+02,8.984375000000000000e-02
1.200000000000000000e+02,2.612304687500000000e-01
