token_index,activation_value
0.000000000000000000e+00,3.247070312500000000e-02
1.000000000000000000e+00,1.507568359375000000e-02
2.000000000000000000e+00,4.028320312500000000e-02
3.000000000000000000e+00,6.298828125000000000e-02
4.000000000000000000e+00,2.478027343750000000e-02
5.000000000000000000e+00,2.380371093750000000e-02
6.000000000000000000e+00,2.966308593750000000e-02
7.000000000000000000e+00,5.249023437500000000e-02
8.000000000000000000e+00,3.637695312500000000e-02
9.000000000000000000e+00,3.466796875000000000e-02
1.000000000000000000e+01,2.441406250000000000e-02
1.100000000000000000e+01,2.478027343750000000e-02
1.200000000000000000e+01,6.713867187500000000e-03
1.300000000000000000e+01,3.808593750000000000e-02
1.400000000000000000e+01,3.759765625000000000e-02
1.500000000000000000e+01,3.540039062500000000e-02
1.600000000000000000e+01,3.833007812500000000e-02
1.700000000000000000e+01,3.930664062500000000e-02
1.800000000000000000e+01,6.835937500000000000e-02
1.900000000000000000e+01,3.222656250000000000e-02
2.000000000000000000e+01,5.126953125000000000e-02
2.100000000000000000e+01,3.320312500000000000e-02
2.200000000000000000e+01,3.906250000000000000e-02
2.300000000000000000e+01,3.149414062500000000e-02
2.400000000000000000e+01,3.662109375000000000e-02
2.500000000000000000e+01,3.955078125000000000e-02
2.600000000000000000e+01,4.663085937500000000e-02
2.700000000000000000e+01,2.209472656250000000e-02
2.800000000000000000e+01,4.272460937500000000e-02
2.900000000000000000e+01,1.385498046875000000e-02
3.000000000000000000e+01,4.956054687500000000e-02
3.100000000000000000e+01,5.761718750000000000e-02
3.200000000000000000e+01,4.760742187500000000e-02
3.300000000000000000e+01,3.686523437500000000e-02
3.400000000000000000e+01,6.103515625000000000e-02
3.500000000000000000e+01,6.713867187500000000e-03
3.600000000000000000e+01,4.345703125000000000e-02
3.700000000000000000e+01,3.039550781250000000e-02
3.800000000000000000e+01,2.844238281250000000e-02
3.900000000000000000e+01,6.103515625000000000e-02
4.000000000000000000e+01,5.761718750000000000e-02
4.100000000000000000e+01,4.711914062500000000e-02
4.200000000000000000e+01,3.808593750000000000e-02
4.300000000000000000e+01,6.298828125000000000e-02
4.400000000000000000e+01,3.540039062500000000e-02
4.500000000000000000e+01,3.295898437500000000e-02
4.600000000000000000e+01,2.978515625000000000e-02
4.700000000000000000e+01,2.172851562500000000e-02
4.800000000000000000e+01,4.882812500000000000e-02
4.900000000000000000e+01,1.274108886718750000e-03
5.000000000000000000e+01,4.174804687500000000e-02
5.100000000000000000e+01,4.174804687500000000e-02
5.200000000000000000e+01,2.966308593750000000e-02
5.300000000000000000e+01,3.247070312500000000e-02
5.400000000000000000e+01,4.052734375000000000e-02
5.500000000000000000e+01,3.491210937500000000e-02
5.600000000000000000e+01,3.369140625000000000e-02
5.700000000000000000e+01,3.979492187500000000e-02
5.800000000000000000e+01,2.478027343750000000e-02
5.900000000000000000e+01,3.710937500000000000e-02
6.000000000000000000e+01,1.358032226562500000e-03
6.100000000000000000e+01,1.014709472656250000e-03
6.200000000000000000e+01,3.039550781250000000e-02
6.300000000000000000e+01,4.980468750000000000e-02
6.400000000000000000e+01,2.136230468750000000e-02
6.500000000000000000e+01,3.198242187500000000e-02
6.600000000000000000e+01,3.417968750000000000e-02
6.700000000000000000e+01,1.358032226562500000e-03
6.800000000000000000e+01,1.014709472656250000e-03
6.900000000000000000e+01,3.930664062500000000e-02
7.000000000000000000e+01,4.321289062500000000e-02
7.100000000000000000e+01,3.100585937500000000e-02
7.200000000000000000e+01,3.344726562500000000e-02
7.300000000000000000e+01,1.660156250000000000e-02
7.400000000000000000e+01,4.882812500000000000e-02
7.500000000000000000e+01,3.393554687500000000e-02
7.600000000000000000e+01,1.014709472656250000e-03
7.700000000000000000e+01,2.770996093750000000e-02
7.800000000000000000e+01,1.196289062500000000e-02
7.900000000000000000e+01,4.931640625000000000e-02
8.000000000000000000e+01,3.735351562500000000e-02
8.100000000000000000e+01,4.345703125000000000e-02
8.200000000000000000e+01,2.978515625000000000e-02
8.300000000000000000e+01,4.443359375000000000e-02
8.400000000000000000e+01,3.955078125000000000e-02
8.500000000000000000e+01,5.761718750000000000e-02
8.600000000000000000e+01,4.248046875000000000e-02
8.700000000000000000e+01,3.906250000000000000e-02
8.800000000000000000e+01,2.502441406250000000e-02
8.900000000000000000e+01,2.478027343750000000e-02
9.000000000000000000e+01,1.014709472656250000e-03
9.100000000000000000e+01,3.662109375000000000e-02
9.200000000000000000e+01,1.274108886718750000e-03
9.300000000000000000e+01,5.102539062500000000e-02
9.400000000000000000e+01,2.563476562500000000e-02
9.500000000000000000e+01,3.637695312500000000e-02
9.600000000000000000e+01,6.396484375000000000e-02
9.700000000000000000e+01,2.258300781250000000e-02
9.800000000000000000e+01,6.347656250000000000e-02
9.900000000000000000e+01,3.979492187500000000e-02
1.000000000000000000e+02,2.136230468750000000e-02
1.010000000000000000e+02,1.014709472656250000e-03
1.020000000000000000e+02,3.759765625000000000e-02
1.030000000000000000e+02,3.100585937500000000e-02
1.040000000000000000e+02,3.295898437500000000e-02
1.050000000000000000e+02,1.274108886718750000e-03
1.060000000000000000e+02,3.198242187500000000e-02
1.070000000000000000e+02,7.421875000000000000e-02
1.080000000000000000e+02,2.941894531250000000e-02
1.090000000000000000e+02,3.417968750000000000e-02
1.100000000000000000e+02,1.060485839843750000e-03
1.110000000000000000e+02,2.465820312500000000e-02
1.120000000000000000e+02,2.661132812500000000e-02
1.130000000000000000e+02,4.150390625000000000e-02
1.140000000000000000e+02,5.053710937500000000e-02
1.150000000000000000e+02,1.733398437500000000e-02
1.160000000000000000e+02,3.100585937500000000e-02
1.170000000000000000e+02,2.221679687500000000e-02
1.180000000000000000e+02,5.444335937500000000e-02
1.190000000000000000e+02,1.196289062500000000e-02
1.200000000000000000e+02,3.173828125000000000e-02
