token_index,activation_value
0.000000000000000000e+00,1.831054687500000000e-02
1.000000000000000000e+00,8.422851562500000000e-03
2.000000000000000000e+00,3.051757812500000000e-02
3.000000000000000000e+00,8.056640625000000000e-03
4.000000000000000000e+00,1.586914062500000000e-02
5.000000000000000000e+00,2.270507812500000000e-02
6.000000000000000000e+00,1.165771484375000000e-02
7.000000000000000000e+00,1.708984375000000000e-02
8.000000000000000000e+00,1.116943359375000000e-02
9.000000000000000000e+00,2.111816406250000000e-02
1.000000000000000000e+01,1.263427734375000000e-02
1.100000000000000000e+01,1.586914062500000000e-02
1.200000000000000000e+01,1.367187500000000000e-02
1.300000000000000000e+01,5.889892578125000000e-03
1.400000000000000000e+01,2.502441406250000000e-02
1.500000000000000000e+01,1.818847656250000000e-02
1.600000000000000000e+01,9.521484375000000000e-03
1.700000000000000000e+01,2.368164062500000000e-02
1.800000000000000000e+01,1.031494140625000000e-02
1.900000000000000000e+01,8.483886718750000000e-03
2.000000000000000000e+01,1.457214355468750000e-03
2.100000000000000000e+01,1.599121093750000000e-02
2.200000000000000000e+01,2.746582031250000000e-02
2.300000000000000000e+01,3.344726562500000000e-02
2.400000000000000000e+01,1.257324218750000000e-02
2.500000000000000000e+01,4.711914062500000000e-02
2.600000000000000000e+01,2.319335937500000000e-02
2.700000000000000000e+01,2.148437500000000000e-02
2.800000000000000000e+01,5.371093750000000000e-03
2.900000000000000000e+01,5.395507812500000000e-02
3.000000000000000000e+01,5.340576171875000000e-03
3.100000000000000000e+01,1.892089843750000000e-02
3.200000000000000000e+01,1.083374023437500000e-03
3.300000000000000000e+01,1.531982421875000000e-02
3.400000000000000000e+01,1.062011718750000000e-02
3.500000000000000000e+01,1.367187500000000000e-02
3.600000000000000000e+01,8.483886718750000000e-03
3.700000000000000000e+01,6.378173828125000000e-03
3.800000000000000000e+01,2.453613281250000000e-02
3.900000000000000000e+01,1.062011718750000000e-02
4.000000000000000000e+01,1.892089843750000000e-02
4.100000000000000000e+01,2.380371093750000000e-03
4.200000000000000000e+01,8.911132812500000000e-03
4.300000000000000000e+01,8.056640625000000000e-03
4.400000000000000000e+01,1.818847656250000000e-02
4.500000000000000000e+01,6.896972656250000000e-03
4.600000000000000000e+01,4.669189453125000000e-03
4.700000000000000000e+01,3.540039062500000000e-02
4.800000000000000000e+01,6.408691406250000000e-03
4.900000000000000000e+01,2.441406250000000000e-03
5.000000000000000000e+01,2.172851562500000000e-02
