token_index,activation_value
0.000000000000000000e+00,8.544921875000000000e-03
1.000000000000000000e+00,6.884765625000000000e-02
2.000000000000000000e+00,6.591796875000000000e-03
3.000000000000000000e+00,5.566406250000000000e-02
4.000000000000000000e+00,6.298828125000000000e-02
5.000000000000000000e+00,2.331542968750000000e-02
6.000000000000000000e+00,6.225585937500000000e-03
7.000000000000000000e+00,4.809570312500000000e-02
8.000000000000000000e+00,3.759765625000000000e-02
9.000000000000000000e+00,3.015136718750000000e-02
1.000000000000000000e+01,1.348876953125000000e-02
1.100000000000000000e+01,6.298828125000000000e-02
1.200000000000000000e+01,5.444335937500000000e-02
1.300000000000000000e+01,7.995605468750000000e-03
1.400000000000000000e+01,2.709960937500000000e-02
1.500000000000000000e+01,1.843261718750000000e-02
1.600000000000000000e+01,1.171875000000000000e-02
1.700000000000000000e+01,3.247070312500000000e-02
1.800000000000000000e+01,2.822875976562500000e-03
1.900000000000000000e+01,7.110595703125000000e-03
2.000000000000000000e+01,2.734375000000000000e-02
2.100000000000000000e+01,1.152038574218750000e-03
2.200000000000000000e+01,3.784179687500000000e-03
2.300000000000000000e+01,3.088378906250000000e-02
2.400000000000000000e+01,1.031494140625000000e-02
2.500000000000000000e+01,7.171630859375000000e-03
2.600000000000000000e+01,1.625061035156250000e-03
2.700000000000000000e+01,1.843261718750000000e-02
2.800000000000000000e+01,2.343750000000000000e-02
2.900000000000000000e+01,3.265380859375000000e-03
3.000000000000000000e+01,1.892089843750000000e-02
3.100000000000000000e+01,1.342773437500000000e-03
3.200000000000000000e+01,2.044677734375000000e-03
3.300000000000000000e+01,6.225585937500000000e-02
3.400000000000000000e+01,1.263427734375000000e-02
3.500000000000000000e+01,5.444335937500000000e-02
3.600000000000000000e+01,2.148437500000000000e-02
3.700000000000000000e+01,4.486083984375000000e-03
3.800000000000000000e+01,2.380371093750000000e-02
3.900000000000000000e+01,1.263427734375000000e-02
4.000000000000000000e+01,1.342773437500000000e-03
4.100000000000000000e+01,1.275634765625000000e-02
4.200000000000000000e+01,3.387451171875000000e-03
4.300000000000000000e+01,5.566406250000000000e-02
4.400000000000000000e+01,1.843261718750000000e-02
4.500000000000000000e+01,2.709960937500000000e-02
4.600000000000000000e+01,1.495361328125000000e-02
4.700000000000000000e+01,1.507568359375000000e-02
4.800000000000000000e+01,2.429199218750000000e-02
4.900000000000000000e+01,1.250000000000000000e-01
5.000000000000000000e+01,1.550292968750000000e-02
5.100000000000000000e+01,2.185058593750000000e-02
5.200000000000000000e+01,1.733398437500000000e-02
5.300000000000000000e+01,3.089904785156250000e-04
5.400000000000000000e+01,3.759765625000000000e-02
5.500000000000000000e+01,5.883789062500000000e-02
5.600000000000000000e+01,1.892089843750000000e-02
5.700000000000000000e+01,2.975463867187500000e-03
5.800000000000000000e+01,6.298828125000000000e-02
5.900000000000000000e+01,1.538085937500000000e-02
6.000000000000000000e+01,5.908203125000000000e-02
6.100000000000000000e+01,8.349609375000000000e-02
6.200000000000000000e+01,1.611328125000000000e-02
6.300000000000000000e+01,4.003906250000000000e-02
6.400000000000000000e+01,1.289062500000000000e-01
6.500000000000000000e+01,2.349853515625000000e-03
6.600000000000000000e+01,6.103515625000000000e-02
6.700000000000000000e+01,5.908203125000000000e-02
6.800000000000000000e+01,8.349609375000000000e-02
6.900000000000000000e+01,6.683349609375000000e-03
7.000000000000000000e+01,2.099609375000000000e-02
7.100000000000000000e+01,1.373291015625000000e-02
7.200000000000000000e+01,3.784179687500000000e-03
7.300000000000000000e+01,9.704589843750000000e-03
7.400000000000000000e+01,2.429199218750000000e-02
7.500000000000000000e+01,2.807617187500000000e-02
7.600000000000000000e+01,8.349609375000000000e-02
7.700000000000000000e+01,6.958007812500000000e-03
7.800000000000000000e+01,3.051757812500000000e-02
7.900000000000000000e+01,3.387451171875000000e-03
8.000000000000000000e+01,1.647949218750000000e-02
8.100000000000000000e+01,3.222656250000000000e-02
8.200000000000000000e+01,1.495361328125000000e-02
8.300000000000000000e+01,6.896972656250000000e-03
8.400000000000000000e+01,3.997802734375000000e-03
8.500000000000000000e+01,1.342773437500000000e-03
8.600000000000000000e+01,3.265380859375000000e-03
8.700000000000000000e+01,1.000976562500000000e-01
8.800000000000000000e+01,2.539062500000000000e-02
8.900000000000000000e+01,6.298828125000000000e-02
9.000000000000000000e+01,8.349609375000000000e-02
9.100000000000000000e+01,3.930664062500000000e-02
9.200000000000000000e+01,1.250000000000000000e-01
9.300000000000000000e+01,2.770996093750000000e-02
9.400000000000000000e+01,6.580352783203125000e-05
9.500000000000000000e+01,1.928710937500000000e-02
9.600000000000000000e+01,4.058837890625000000e-03
9.700000000000000000e+01,6.396484375000000000e-02
9.800000000000000000e+01,1.007080078125000000e-02
9.900000000000000000e+01,2.975463867187500000e-03
1.000000000000000000e+02,1.289062500000000000e-01
1.010000000000000000e+02,8.349609375000000000e-02
1.020000000000000000e+02,2.612304687500000000e-02
1.030000000000000000e+02,1.373291015625000000e-02
1.040000000000000000e+02,3.280639648437500000e-03
1.050000000000000000e+02,1.250000000000000000e-01
1.060000000000000000e+02,2.966308593750000000e-02
1.070000000000000000e+02,1.818847656250000000e-02
1.080000000000000000e+02,3.585815429687500000e-03
1.090000000000000000e+02,6.103515625000000000e-02
1.100000000000000000e+02,1.647949218750000000e-02
1.110000000000000000e+02,1.660156250000000000e-02
1.120000000000000000e+02,2.966308593750000000e-02
1.130000000000000000e+02,3.173828125000000000e-03
1.140000000000000000e+02,2.539062500000000000e-02
1.150000000000000000e+02,3.417968750000000000e-03
1.160000000000000000e+02,1.373291015625000000e-02
1.170000000000000000e+02,3.149414062500000000e-02
1.180000000000000000e+02,1.708984375000000000e-02
1.190000000000000000e+02,3.051757812500000000e-02
1.200000000000000000e+02,1.055908203125000000e-02
